application_id,application_quarter,credit_score,debt_to_income,loan_amount,applicant_tenure_years,defaulted
APP02063,2025-Q3,672,0.429,30795.0,3,0
APP02064,2025-Q3,725,0.284,19575.0,11,0
APP02065,2025-Q3,662,0.237,29237.0,10,1
APP02066,2025-Q3,693,0.245,25825.0,4,0
APP02067,2025-Q3,563,0.283,17238.0,11,1
APP02068,2025-Q3,611,0.316,27198.0,11,0
APP02069,2025-Q3,706,0.33,22133.0,3,0
APP02070,2025-Q3,672,0.343,12395.0,2,0
APP02071,2025-Q3,590,0.344,17208.0,4,1
APP02072,2025-Q3,576,0.46,20599.0,11,1
APP02073,2025-Q3,573,0.369,16415.0,11,0
APP02074,2025-Q3,592,0.343,19850.0,0,0
APP02075,2025-Q3,625,0.292,20301.0,9,0
APP02076,2025-Q3,663,0.292,24648.0,10,0
APP02077,2025-Q3,730,0.494,18025.0,4,0
APP02078,2025-Q3,694,0.2,20093.0,9,0
APP02079,2025-Q3,706,0.492,26524.0,5,1
APP02080,2025-Q3,682,0.474,13954.0,1,1
APP02081,2025-Q3,720,0.338,9494.0,1,0
APP02082,2025-Q3,691,0.451,9817.0,10,1
APP02083,2025-Q3,609,0.359,26056.0,8,0
APP02084,2025-Q3,667,0.202,17574.0,1,0
APP02085,2025-Q3,681,0.321,11995.0,4,1
APP02086,2025-Q3,753,0.249,16620.0,6,0
APP02087,2025-Q3,665,0.357,14635.0,5,0
APP02088,2025-Q3,589,0.331,13457.0,5,0
APP02089,2025-Q3,695,0.505,18866.0,2,1
APP02090,2025-Q3,609,0.375,5139.0,10,1
APP02091,2025-Q3,637,0.411,19264.0,8,0
APP02092,2025-Q3,691,0.341,27210.0,9,0
APP02093,2025-Q3,737,0.285,20040.0,2,0
APP02094,2025-Q3,708,0.468,25180.0,8,1
APP02095,2025-Q3,639,0.517,29692.0,6,1
APP02096,2025-Q3,629,0.316,14560.0,2,0
APP02097,2025-Q3,615,0.456,20297.0,11,0
APP02098,2025-Q3,697,0.289,30443.0,3,0
APP02099,2025-Q3,679,0.354,12321.0,9,0
APP02100,2025-Q3,690,0.157,14159.0,5,0
APP02101,2025-Q3,642,0.54,15529.0,0,0
APP02102,2025-Q3,570,0.391,19333.0,10,0
APP02103,2025-Q3,676,0.17,25173.0,7,0
APP02104,2025-Q3,698,0.304,13198.0,5,0
APP02105,2025-Q3,649,0.309,14107.0,7,0
APP02106,2025-Q3,714,0.279,20037.0,11,0
APP02107,2025-Q3,689,0.203,13025.0,11,0
APP02108,2025-Q3,674,0.211,13463.0,5,0
APP02109,2025-Q3,740,0.477,11006.0,8,0
APP02110,2025-Q3,577,0.28,27868.0,2,0
APP02111,2025-Q3,703,0.419,19936.0,10,0
APP02112,2025-Q3,575,0.56,14843.0,1,1
APP02113,2025-Q3,616,0.205,13354.0,10,0
APP02114,2025-Q3,679,0.221,26621.0,9,1
APP02115,2025-Q3,698,0.351,10597.0,11,0
APP02116,2025-Q3,540,0.316,14446.0,7,0
APP02117,2025-Q3,563,0.49,25298.0,8,1
APP02118,2025-Q3,685,0.484,24604.0,2,1
APP02119,2025-Q3,567,0.38,22758.0,0,0
APP02120,2025-Q3,716,0.376,30004.0,8,1
APP02121,2025-Q3,786,0.238,15452.0,3,0
APP02122,2025-Q3,659,0.45,13947.0,7,0
APP02123,2025-Q3,689,0.419,27196.0,4,0
APP02124,2025-Q3,677,0.247,25433.0,4,0
APP02125,2025-Q3,704,0.389,27930.0,3,0
APP02126,2025-Q3,645,0.376,15447.0,0,0
APP02127,2025-Q3,653,0.191,16193.0,7,0
APP02128,2025-Q3,856,0.504,10968.0,6,1
APP02129,2025-Q3,604,0.415,19681.0,7,0
APP02130,2025-Q3,663,0.49,6723.0,11,0
APP02131,2025-Q3,585,0.365,24648.0,2,0
APP02132,2025-Q3,632,0.179,17397.0,6,0
APP02133,2025-Q3,698,0.498,26395.0,9,1
APP02134,2025-Q3,708,0.303,28300.0,6,1
APP02135,2025-Q3,701,0.356,19658.0,5,0
APP02136,2025-Q3,753,0.499,24324.0,3,0
APP02137,2025-Q3,668,0.508,21388.0,5,0
APP02138,2025-Q3,644,0.302,15260.0,3,0
APP02139,2025-Q3,700,0.289,22613.0,1,0
APP02140,2025-Q3,593,0.447,21766.0,0,1
APP02141,2025-Q3,592,0.315,26610.0,2,1
APP02142,2025-Q3,663,0.207,19921.0,1,1
APP02143,2025-Q3,716,0.396,16709.0,0,0
APP02144,2025-Q3,613,0.368,24040.0,11,1
APP02145,2025-Q3,644,0.442,15666.0,9,0
APP02146,2025-Q3,646,0.429,24637.0,6,1
APP02147,2025-Q3,690,0.256,22047.0,5,1
APP02148,2025-Q3,518,0.493,15163.0,11,1
APP02149,2025-Q3,707,0.291,21745.0,4,0
APP02150,2025-Q3,643,0.189,21838.0,3,0
APP02151,2025-Q3,530,0.308,5525.0,10,1
APP02152,2025-Q3,668,0.345,10215.0,8,0
APP02153,2025-Q3,801,0.419,11392.0,5,1
APP02154,2025-Q3,656,0.332,17009.0,3,0
APP02155,2025-Q3,609,0.498,19498.0,11,1
APP02156,2025-Q3,612,0.363,16772.0,2,1
APP02157,2025-Q3,626,0.417,15599.0,10,1
APP02158,2025-Q3,706,0.478,16792.0,8,1
APP02159,2025-Q3,547,0.344,31321.0,4,0
APP02160,2025-Q3,684,0.393,24975.0,3,0
APP02161,2025-Q3,704,0.319,18154.0,4,0
APP02162,2025-Q3,547,0.229,20324.0,4,0
APP02163,2025-Q3,696,0.447,18335.0,3,0
APP02164,2025-Q3,637,0.335,14004.0,11,0
APP02165,2025-Q3,605,0.415,25595.0,1,0
APP02166,2025-Q3,633,0.31,15687.0,1,0
APP02167,2025-Q3,653,0.285,17654.0,3,0
APP02168,2025-Q3,626,0.393,19783.0,0,0
APP02169,2025-Q3,765,0.209,25605.0,8,0
APP02170,2025-Q3,730,0.453,3681.0,8,1
APP02171,2025-Q3,692,0.379,18218.0,1,0
APP02172,2025-Q3,719,0.478,24982.0,5,1
APP02173,2025-Q3,609,0.48,25906.0,9,1
APP02174,2025-Q3,602,0.214,24846.0,10,0
APP02175,2025-Q3,642,0.417,16561.0,3,0
APP02176,2025-Q3,597,0.409,6335.0,4,1
APP02177,2025-Q3,689,0.251,20700.0,3,0
APP02178,2025-Q3,659,0.189,19235.0,4,0
APP02179,2025-Q3,657,0.36,25340.0,6,0
APP02180,2025-Q3,588,0.514,21860.0,5,1
APP02181,2025-Q3,731,0.438,19781.0,1,1
APP02182,2025-Q3,649,0.5,22490.0,5,0
APP02183,2025-Q3,710,0.393,20925.0,2,1
APP02184,2025-Q3,603,0.27,17714.0,2,0
APP02185,2025-Q3,711,0.214,20871.0,1,0
APP02186,2025-Q3,715,0.582,23839.0,10,1
APP02187,2025-Q3,660,0.236,16927.0,9,0
APP02188,2025-Q3,674,0.358,29061.0,3,0
APP02189,2025-Q3,804,0.474,21806.0,10,1
APP02190,2025-Q3,613,0.313,18538.0,3,0
APP02191,2025-Q3,681,0.252,18629.0,10,0
APP02192,2025-Q3,746,0.334,6829.0,10,0
APP02193,2025-Q3,477,0.369,12396.0,1,1
APP02194,2025-Q3,632,0.385,10191.0,9,0
APP02195,2025-Q3,664,0.129,7289.0,7,0
APP02196,2025-Q3,617,0.279,20042.0,11,0
APP02197,2025-Q3,682,0.513,15980.0,10,0
APP02198,2025-Q3,777,0.4,30277.0,9,0
APP02199,2025-Q3,621,0.384,12043.0,7,1
APP02200,2025-Q3,655,0.357,19792.0,2,0
APP02201,2025-Q3,564,0.432,16399.0,4,1
APP02202,2025-Q3,669,0.392,26910.0,8,0
APP02203,2025-Q3,713,0.311,5145.0,0,0
APP02204,2025-Q3,638,0.263,8859.0,4,0
APP02205,2025-Q3,583,0.367,21126.0,11,0
APP02206,2025-Q3,588,0.216,12442.0,7,0
APP02207,2025-Q3,706,0.346,22372.0,6,0
APP02208,2025-Q3,712,0.316,20165.0,5,0
APP02209,2025-Q3,702,0.3,27393.0,5,0
APP02210,2025-Q3,625,0.331,20221.0,4,1
APP02211,2025-Q3,590,0.405,16433.0,11,0
APP02212,2025-Q3,620,0.235,20270.0,8,0
APP02213,2025-Q3,597,0.285,18370.0,0,0
APP02214,2025-Q3,659,0.438,19433.0,7,1
APP02215,2025-Q3,635,0.419,16275.0,6,1
APP02216,2025-Q3,506,0.241,11128.0,8,0
APP02217,2025-Q3,608,0.409,25444.0,2,0
APP02218,2025-Q3,641,0.376,17772.0,5,0
APP02219,2025-Q3,637,0.353,20257.0,4,1
APP02220,2025-Q3,663,0.397,16528.0,0,1
APP02221,2025-Q3,668,0.314,8236.0,1,0
APP02222,2025-Q3,657,0.262,26219.0,2,0
APP02223,2025-Q3,633,0.38,14595.0,4,0
APP02224,2025-Q3,591,0.316,18725.0,6,0
APP02225,2025-Q3,715,0.515,20964.0,1,0
APP02226,2025-Q3,642,0.445,21973.0,9,1
APP02227,2025-Q3,578,0.392,21606.0,0,0
APP02228,2025-Q3,579,0.46,11416.0,4,1
APP02229,2025-Q3,569,0.534,8879.0,8,1
APP02230,2025-Q3,611,0.42,21598.0,6,1
APP02231,2025-Q3,630,0.297,13666.0,8,1
APP02232,2025-Q3,584,0.506,19804.0,7,1
APP02233,2025-Q3,694,0.367,8307.0,3,0
APP02234,2025-Q3,682,0.3,8947.0,10,0
APP02235,2025-Q3,589,0.42,25305.0,11,1
APP02236,2025-Q3,639,0.297,17658.0,3,0
APP02237,2025-Q3,620,0.399,24710.0,3,0
APP02238,2025-Q3,636,0.383,16480.0,5,0
APP02239,2025-Q3,706,0.371,16898.0,5,0
APP02240,2025-Q4,656,0.316,9963.0,4,0
APP02241,2025-Q4,689,0.293,15320.0,2,1
APP02242,2025-Q4,623,0.462,12315.0,1,1
APP02243,2025-Q4,703,0.136,17338.0,2,0
APP02244,2025-Q4,750,0.332,21064.0,1,0
APP02245,2025-Q4,660,0.279,16814.0,7,0
APP02246,2025-Q4,531,0.216,16835.0,10,0
APP02247,2025-Q4,655,0.328,18008.0,0,0
APP02248,2025-Q4,675,0.441,19364.0,9,1
APP02249,2025-Q4,712,0.405,21676.0,11,1
APP02250,2025-Q4,654,0.441,14807.0,4,1
APP02251,2025-Q4,749,0.259,25249.0,5,0
APP02252,2025-Q4,600,0.56,18536.0,7,1
APP02253,2025-Q4,707,0.304,27659.0,11,0
APP02254,2025-Q4,622,0.185,22232.0,2,0
APP02255,2025-Q4,558,0.283,9599.0,8,1
APP02256,2025-Q4,762,0.315,20922.0,7,0
APP02257,2025-Q4,659,0.505,12995.0,5,1
APP02258,2025-Q4,724,0.448,19709.0,11,1
APP02259,2025-Q4,706,0.565,20472.0,9,1
APP02260,2025-Q4,697,0.281,18453.0,5,0
APP02261,2025-Q4,593,0.365,15624.0,6,0
APP02262,2025-Q4,625,0.42,20707.0,7,1
APP02263,2025-Q4,736,0.524,16228.0,7,0
APP02264,2025-Q4,682,0.305,19616.0,2,1
APP02265,2025-Q4,667,0.466,17477.0,9,1
APP02266,2025-Q4,557,0.345,19418.0,10,0
APP02267,2025-Q4,702,0.388,17182.0,9,0
APP02268,2025-Q4,741,0.45,16281.0,2,0
APP02269,2025-Q4,657,0.158,14559.0,10,0
APP02270,2025-Q4,670,0.303,23236.0,10,0
APP02271,2025-Q4,691,0.513,18248.0,0,0
APP02272,2025-Q4,714,0.427,29229.0,4,0
APP02273,2025-Q4,604,0.305,19947.0,11,0
APP02274,2025-Q4,728,0.5,22970.0,10,1
APP02275,2025-Q4,725,0.268,12162.0,8,0
APP02276,2025-Q4,638,0.329,15855.0,1,1
APP02277,2025-Q4,604,0.296,15637.0,1,0
APP02278,2025-Q4,737,0.309,9864.0,4,0
APP02279,2025-Q4,644,0.427,20906.0,2,0
APP02280,2025-Q4,677,0.359,11034.0,3,1
APP02281,2025-Q4,735,0.219,14952.0,9,1
APP02282,2025-Q4,687,0.427,27841.0,0,0
APP02283,2025-Q4,623,0.353,25367.0,9,0
APP02284,2025-Q4,633,0.265,17223.0,0,0
APP02285,2025-Q4,741,0.404,25071.0,9,0
APP02286,2025-Q4,689,0.416,13805.0,9,1
APP02287,2025-Q4,559,0.48,23540.0,3,1
APP02288,2025-Q4,567,0.303,17935.0,6,0
APP02289,2025-Q4,577,0.44,18624.0,0,0
APP02290,2025-Q4,710,0.394,16838.0,2,0
APP02291,2025-Q4,770,0.372,21241.0,5,0
APP02292,2025-Q4,661,0.263,18312.0,2,0
APP02293,2025-Q4,689,0.363,25706.0,3,0
APP02294,2025-Q4,613,0.118,26925.0,3,0
APP02295,2025-Q4,603,0.399,10264.0,0,0
APP02296,2025-Q4,624,0.453,20018.0,4,1
APP02297,2025-Q4,648,0.507,18518.0,1,1
APP02298,2025-Q4,615,0.123,12601.0,7,0
APP02299,2025-Q4,617,0.315,16716.0,8,1
APP02300,2025-Q4,658,0.426,6549.0,1,0
APP02301,2025-Q4,760,0.291,29314.0,5,0
APP02302,2025-Q4,642,0.266,13878.0,7,0
APP02303,2025-Q4,731,0.224,18701.0,8,0
APP02304,2025-Q4,676,0.214,21686.0,4,0
APP02305,2025-Q4,648,0.382,17196.0,0,0
APP02306,2025-Q4,639,0.252,24862.0,9,0
APP02307,2025-Q4,698,0.403,16345.0,11,0
APP02308,2025-Q4,566,0.195,22466.0,10,0
APP02309,2025-Q4,587,0.373,18755.0,11,0
APP02310,2025-Q4,562,0.527,21590.0,0,1
APP02311,2025-Q4,658,0.361,15785.0,0,0
APP02312,2025-Q4,637,0.443,18434.0,11,0
APP02313,2025-Q4,612,0.446,13860.0,10,1
APP02314,2025-Q4,577,0.502,11440.0,6,0
APP02315,2025-Q4,547,0.56,25210.0,2,1
APP02316,2025-Q4,761,0.493,22195.0,3,0
APP02317,2025-Q4,562,0.199,11467.0,10,0
APP02318,2025-Q4,615,0.202,21536.0,4,0
APP02319,2025-Q4,711,0.157,7793.0,4,0
APP02320,2025-Q4,792,0.254,19460.0,8,0
APP02321,2025-Q4,557,0.373,23743.0,11,0
APP02322,2025-Q4,598,0.407,17380.0,7,0
APP02323,2025-Q4,688,0.339,21644.0,5,1
APP02324,2025-Q4,593,0.286,14429.0,7,0
APP02325,2025-Q4,691,0.247,27460.0,11,0
APP02326,2025-Q4,742,0.333,13587.0,4,1
APP02327,2025-Q4,642,0.398,23485.0,4,0
APP02328,2025-Q4,573,0.246,25896.0,1,0
APP02329,2025-Q4,725,0.172,28360.0,1,0
APP02330,2025-Q4,595,0.395,24611.0,11,1
APP02331,2025-Q4,540,0.258,15264.0,1,1
APP02332,2025-Q4,701,0.27,23061.0,3,0
APP02333,2025-Q4,603,0.265,12946.0,0,0
APP02334,2025-Q4,648,0.247,14908.0,10,0
APP02335,2025-Q4,716,0.38,23302.0,5,0
APP02336,2025-Q4,617,0.373,13812.0,6,0
APP02337,2025-Q4,674,0.469,21162.0,1,1
APP02338,2025-Q4,626,0.459,9271.0,6,1
APP02339,2025-Q4,712,0.515,11375.0,11,1
APP02340,2025-Q4,662,0.318,22614.0,6,1
APP02341,2025-Q4,694,0.172,16614.0,7,0
APP02342,2025-Q4,665,0.289,15063.0,11,0
APP02343,2025-Q4,582,0.306,24489.0,8,0
APP02344,2025-Q4,608,0.416,14842.0,7,1
APP02345,2025-Q4,682,0.376,19013.0,11,0
APP02346,2025-Q4,604,0.378,18124.0,11,1
APP02347,2025-Q4,658,0.296,24789.0,3,0
APP02348,2025-Q4,682,0.193,31021.0,11,0
APP02349,2025-Q4,659,0.465,19715.0,0,1
APP02350,2025-Q4,595,0.309,16723.0,2,0
APP02351,2025-Q4,683,0.371,27990.0,6,0
APP02352,2025-Q4,640,0.23,10865.0,4,0
APP02353,2025-Q4,790,0.474,14761.0,2,0
APP02354,2025-Q4,724,0.39,17937.0,8,1
APP02355,2025-Q4,588,0.284,10289.0,6,0
APP02356,2025-Q4,654,0.266,14754.0,5,0
APP02357,2025-Q4,511,0.394,24471.0,10,1
APP02358,2025-Q4,547,0.518,11482.0,10,1
APP02359,2025-Q4,638,0.286,17586.0,10,0
APP02360,2025-Q4,692,0.316,18713.0,1,0
APP02361,2025-Q4,564,0.324,11982.0,8,1
APP02362,2025-Q4,615,0.132,12743.0,11,0
APP02363,2025-Q4,640,0.256,24943.0,11,0
APP02364,2025-Q4,614,0.131,25323.0,7,0
APP02365,2025-Q4,670,0.296,12029.0,8,0
APP02366,2025-Q4,616,0.288,14717.0,2,0
APP02367,2025-Q4,586,0.284,14652.0,5,0
APP02368,2025-Q4,741,0.303,25308.0,0,0
APP02369,2025-Q4,543,0.343,26418.0,4,1
APP02370,2025-Q4,636,0.382,19864.0,1,1
APP02371,2025-Q4,708,0.177,13516.0,6,0
APP02372,2025-Q4,610,0.361,14723.0,3,0
APP02373,2025-Q4,545,0.438,21379.0,3,0
APP02374,2025-Q4,674,0.222,11085.0,6,0
APP02375,2025-Q4,527,0.284,14112.0,5,1
APP02376,2025-Q4,707,0.365,19580.0,7,0
APP02377,2025-Q4,667,0.282,17112.0,11,1
APP02378,2025-Q4,620,0.337,13262.0,10,1
APP02379,2025-Q4,729,0.247,18191.0,10,0
APP02380,2025-Q4,708,0.36,24228.0,8,0
APP02381,2025-Q4,622,0.395,16305.0,6,0
APP02382,2025-Q4,668,0.248,11755.0,3,0
APP02383,2025-Q4,577,0.276,12988.0,3,1
APP02384,2025-Q4,587,0.365,3980.0,2,0
APP02385,2025-Q4,700,0.423,14642.0,8,1
APP02386,2025-Q4,669,0.42,17649.0,5,0
APP02387,2025-Q4,582,0.338,20880.0,0,1
APP02388,2025-Q4,680,0.392,17584.0,7,0
APP02389,2025-Q4,672,0.206,8329.0,2,0
APP02390,2025-Q4,689,0.372,25779.0,3,0
APP02391,2025-Q4,767,0.4,13350.0,2,0
APP02392,2025-Q4,684,0.198,7138.0,4,0
APP02393,2025-Q4,674,0.173,22691.0,7,0
APP02394,2025-Q4,671,0.249,12222.0,9,0
APP02395,2025-Q4,625,0.335,20726.0,8,0
APP02396,2025-Q4,661,0.28,21716.0,9,1
APP02397,2025-Q4,687,0.423,13001.0,9,1
APP02398,2025-Q4,673,0.379,20416.0,3,1
APP02399,2025-Q4,569,0.268,20975.0,9,0
APP02400,2025-Q4,682,0.327,9586.0,1,0
APP02401,2025-Q4,623,0.347,19231.0,7,1
APP02402,2025-Q4,713,0.277,13180.0,7,0
APP02403,2025-Q4,618,0.337,22617.0,4,1
APP02404,2025-Q4,611,0.298,31806.0,1,0
APP02405,2025-Q4,705,0.431,19224.0,9,1
APP02406,2025-Q4,691,0.266,18191.0,4,0
APP02407,2025-Q4,529,0.107,17939.0,9,0
APP02408,2025-Q4,665,0.341,9251.0,2,0
APP02409,2025-Q4,615,0.402,14725.0,9,0
APP02410,2025-Q4,587,0.142,21386.0,7,0
APP02411,2025-Q4,729,0.261,15703.0,4,0
APP02412,2025-Q4,769,0.397,24549.0,3,0
APP02413,2025-Q4,705,0.299,12037.0,9,0
APP02414,2025-Q4,607,0.227,24782.0,11,0
APP02415,2025-Q4,739,0.317,14895.0,0,0
APP02416,2025-Q4,652,0.27,23075.0,3,0
APP02417,2025-Q4,600,0.262,12024.0,2,0
APP02418,2025-Q4,732,0.244,25429.0,9,0
APP02419,2025-Q4,661,0.298,25116.0,2,0
APP02420,2025-Q4,720,0.336,14108.0,9,0
APP02421,2025-Q4,678,0.325,17978.0,2,1
APP02422,2025-Q4,656,0.372,16153.0,11,0
APP02423,2025-Q4,740,0.463,15207.0,4,1
APP02424,2025-Q4,644,0.204,20219.0,3,0
APP02425,2025-Q4,560,0.154,14934.0,3,0
APP02426,2025-Q4,690,0.211,35131.0,7,0
APP02427,2025-Q4,691,0.34,23173.0,6,0
APP02428,2025-Q4,622,0.278,26534.0,0,0
APP02429,2025-Q4,646,0.482,32420.0,4,1
APP02430,2025-Q4,731,0.387,21359.0,2,1
APP02431,2025-Q4,614,0.239,31631.0,9,0
APP02432,2025-Q4,670,0.386,23528.0,3,0
APP02433,2025-Q4,550,0.437,21127.0,7,1
APP02434,2025-Q4,678,0.418,33202.0,7,1
APP02435,2025-Q4,649,0.407,11005.0,5,1
APP02436,2025-Q4,784,0.402,25940.0,2,0
APP02437,2025-Q4,563,0.493,17385.0,1,1
APP02438,2025-Q4,511,0.135,18003.0,1,0
APP02439,2025-Q4,549,0.157,15614.0,9,0
APP02440,2025-Q4,699,0.317,23124.0,8,0
APP02441,2025-Q4,742,0.394,17045.0,5,1
APP02442,2025-Q4,679,0.536,20180.0,6,1
APP02443,2025-Q4,668,0.455,22309.0,9,1
APP02444,2025-Q4,605,0.294,22204.0,1,0
APP02445,2025-Q4,738,0.276,19611.0,4,0
APP02446,2025-Q4,669,0.288,21439.0,2,1
APP02447,2025-Q4,608,0.466,16667.0,8,0
APP02448,2025-Q4,607,0.389,21294.0,11,0
APP02449,2025-Q4,718,0.274,25883.0,1,0
APP02450,2025-Q4,769,0.355,19373.0,6,1
APP02451,2025-Q4,580,0.31,14745.0,9,0
APP02452,2025-Q4,687,0.489,23453.0,6,1
APP02453,2025-Q4,602,0.317,19879.0,5,0
APP02454,2025-Q4,503,0.271,19857.0,0,0
APP02455,2025-Q4,661,0.302,10868.0,11,1
APP02456,2025-Q4,651,0.343,17988.0,10,0
APP02457,2025-Q4,580,0.429,17788.0,7,0
APP02458,2025-Q4,684,0.261,8121.0,6,0
APP02459,2025-Q4,607,0.386,2516.0,3,0
APP02460,2025-Q4,614,0.387,11310.0,3,1
APP02461,2025-Q4,695,0.339,22157.0,4,0
APP02462,2025-Q4,768,0.371,19556.0,7,1
APP02463,2025-Q4,598,0.386,13785.0,9,0
APP02464,2025-Q4,650,0.352,20254.0,1,1
APP02465,2025-Q4,631,0.446,18103.0,10,1
APP02466,2025-Q4,595,0.318,16654.0,1,0
APP02467,2025-Q4,744,0.395,22066.0,2,0
APP02468,2025-Q4,680,0.369,21653.0,4,0
APP02469,2025-Q4,627,0.324,26485.0,6,1
APP02470,2025-Q4,652,0.442,16750.0,6,0
APP02471,2025-Q4,602,0.374,10536.0,0,1
APP02472,2025-Q4,585,0.417,16865.0,6,1
APP02473,2025-Q4,582,0.367,28025.0,11,1
APP02474,2025-Q4,669,0.421,16698.0,6,1
APP02475,2025-Q4,619,0.39,17640.0,10,1
APP02476,2025-Q4,664,0.33,17527.0,11,0
APP02477,2025-Q4,605,0.244,5796.0,9,0
APP02478,2025-Q4,687,0.396,2948.0,4,1
APP02479,2025-Q4,637,0.362,24548.0,11,0
APP02480,2025-Q4,703,0.332,27899.0,2,0
APP02481,2025-Q4,761,0.372,14794.0,6,1
APP02482,2025-Q4,686,0.36,21198.0,5,0
APP02483,2025-Q4,641,0.39,25451.0,10,0
APP02484,2025-Q4,671,0.424,23475.0,7,1
APP02485,2025-Q4,696,0.37,11663.0,2,0
APP02486,2025-Q4,601,0.162,11861.0,4,0
APP02487,2025-Q4,534,0.158,12458.0,3,0
APP02488,2025-Q4,734,0.352,19122.0,11,0
APP02489,2025-Q4,612,0.349,21211.0,0,0
APP02490,2025-Q4,689,0.283,19746.0,2,0
APP02491,2025-Q4,686,0.383,20761.0,2,0
APP02492,2025-Q4,710,0.445,16847.0,5,0
APP02493,2025-Q4,670,0.466,15207.0,6,1
APP02494,2025-Q4,662,0.321,24628.0,7,0
APP02495,2025-Q4,681,0.548,8914.0,3,0
APP02496,2025-Q4,706,0.289,19303.0,10,0
APP02497,2025-Q4,688,0.142,17545.0,6,0
APP02498,2025-Q4,505,0.286,23705.0,6,0
APP02499,2025-Q4,585,0.438,19196.0,0,0
APP02500,2025-Q4,669,0.467,18276.0,3,1
APP02501,2025-Q4,700,0.241,8732.0,1,0
APP02502,2025-Q4,754,0.436,12275.0,6,0
APP02503,2025-Q4,736,0.236,14418.0,1,0
APP02504,2025-Q4,694,0.094,23493.0,2,0
APP02505,2025-Q4,679,0.451,8279.0,9,1
APP02506,2025-Q4,556,0.23,12318.0,1,1
APP02507,2025-Q4,711,0.225,19063.0,8,0
APP02508,2025-Q4,550,0.201,20531.0,2,0
APP02509,2025-Q4,665,0.286,11280.0,4,0
APP02510,2025-Q4,500,0.469,18809.0,9,1
APP02511,2025-Q4,796,0.196,23391.0,11,0
APP02512,2025-Q4,615,0.273,16280.0,7,0
APP02513,2025-Q4,597,0.188,24148.0,8,0
APP02514,2025-Q4,625,0.41,10285.0,3,0
APP02515,2025-Q4,649,0.521,20760.0,10,1
APP02516,2025-Q4,703,0.272,20719.0,8,0
APP02517,2025-Q4,613,0.204,16722.0,4,0
APP02518,2025-Q4,594,0.358,21371.0,3,0
APP02519,2025-Q4,682,0.479,17852.0,8,0
APP02520,2025-Q4,776,0.273,13156.0,9,0
APP02521,2025-Q4,608,0.352,8433.0,1,0
APP02522,2025-Q4,615,0.304,13726.0,1,0
APP02523,2025-Q4,720,0.106,18351.0,4,0
APP02524,2025-Q4,544,0.297,28218.0,0,0
APP02525,2025-Q4,735,0.288,22074.0,9,0
APP02526,2025-Q4,634,0.383,21223.0,5,1
APP02527,2025-Q4,606,0.142,19546.0,7,0
APP02528,2025-Q4,606,0.402,22127.0,3,0
APP02529,2025-Q4,714,0.277,14732.0,8,0
APP02530,2025-Q4,648,0.414,12134.0,2,0
APP02531,2025-Q4,703,0.351,19876.0,3,1
APP02532,2025-Q4,528,0.206,12731.0,5,0
APP02533,2025-Q4,650,0.348,13530.0,7,0
APP02534,2025-Q4,699,0.246,24087.0,0,1
APP02535,2025-Q4,717,0.458,10843.0,5,1
APP02536,2025-Q4,626,0.308,12796.0,8,0
APP02537,2025-Q4,700,0.237,25112.0,11,0
APP02538,2025-Q4,630,0.336,25133.0,5,0
APP02539,2025-Q4,603,0.453,17550.0,6,0
APP02540,2025-Q4,725,0.415,14587.0,4,0
APP02541,2025-Q4,575,0.412,14163.0,5,1
APP02542,2025-Q4,660,0.364,23690.0,3,0
APP02543,2025-Q4,470,0.523,21249.0,4,1
APP02544,2025-Q4,673,0.481,30097.0,6,0
APP02545,2025-Q4,791,0.385,20851.0,0,0
APP02546,2025-Q4,817,0.289,16789.0,5,1
APP02547,2025-Q4,547,0.291,22913.0,3,0
APP02548,2025-Q4,666,0.551,14181.0,0,1
APP02549,2025-Q4,720,0.511,9719.0,10,0
APP02550,2025-Q4,662,0.443,22850.0,10,0
APP02551,2025-Q4,677,0.35,11672.0,3,0
APP02552,2025-Q4,589,0.457,25048.0,6,1
APP02553,2025-Q4,656,0.444,24649.0,0,0
APP02554,2025-Q4,635,0.426,22502.0,8,0
APP02555,2025-Q4,595,0.42,17773.0,6,1
APP02556,2025-Q4,589,0.366,18180.0,5,0
APP02557,2025-Q4,584,0.423,20814.0,5,0
APP02558,2025-Q4,670,0.418,13586.0,11,0
APP02559,2025-Q4,643,0.402,16665.0,2,1
